AN_BASE;NM_GRANDE_AREA_CONHECIMENTO;NM_AREA_CONHECIMENTO;NM_SUBAREA_CONHECIMENTO;NM_ESPECIALIDADE;CD_AREA_AVALIACAO;NM_AREA_AVALIACAO;CD_ENTIDADE_CAPES;CD_ENTIDADE_EMEC;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;CS_STATUS_JURIDICO;DS_DEPENDENCIA_ADMINISTRATIVA;DS_ORGANIZACAO_ACADEMICA;NM_REGIAO;SG_UF_PROGRAMA;NM_MUNICIPIO_PROGRAMA_IES;CD_PROGRAMA_IES;NM_PROGRAMA_IES;CD_CURSO_PPG;NM_CURSO;NM_GRAU_CURSO;CD_CONCEITO_CURSO;AN_INICIO_PREVISTO;DS_SITUACAO_CURSO;DT_SITUACAO_CURSO;ID_ADD_FOTO_PROGRAMA_IES;ID_ADD_FOTO_PROGRAMA
2017;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;33092010;316;UNINOVE;UNIVERSIDADE NOVE DE JULHO;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33092010011P1;DIREITO;33092010011M1;JUSTIÇA, EMPRESA E SUSTENTABILIDADE;MESTRADO;4;2012;EM FUNCIONAMENTO;27DEC2012:00:00:00;161076;95662
2017;CIÊNCIAS SOCIAIS APLICADAS;DIREITO;NÃO SE APLICA;NÃO SE APLICA;26;DIREITO;53005015;402;UNICEUB;CENTRO UNIVERSITÁRIO DE BRASÍLIA;PARTICULAR;PRIVADA;CENTRO UNIVERSITÁRIO;CENTRO-OESTE;DF;BRASÍLIA;53005015001P1;DIREITO;53005015001M1;DIREITO;MESTRADO;5;2003;EM FUNCIONAMENTO;04NOV2017:00:00:00;162703;96883
2017;CIÊNCIAS SOCIAIS APLICADAS;SERVIÇO SOCIAL;NÃO SE APLICA;NÃO SE APLICA;32;SERVIÇO SOCIAL;50001019;1;UFMT;UNIVERSIDADE FEDERAL DE MATO GROSSO;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;MT;CUIABÁ;50001019023P1;POLÍTICA SOCIAL;50001019023M1;POLÍTCA SOCIAL;MESTRADO;3;2009;EM FUNCIONAMENTO;18SEP2012:00:00:00;163847;97862
2017;CIÊNCIAS BIOLÓGICAS;ECOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;50001019;1;UFMT;UNIVERSIDADE FEDERAL DE MATO GROSSO;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;MT;CUIABÁ;50001019003P0;ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE;50001019003M0;ECOLOGIA E CONSERVAÇÃO DA BIODIVERSIDADE;MESTRADO;5;1993;EM FUNCIONAMENTO;18SEP2012:00:00:00;163383;97323
2017;CIÊNCIAS BIOLÓGICAS;ECOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;33144010;4925;UFABC;UNIVERSIDADE FEDERAL DO ABC;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SANTO ANDRÉ;33144010017P0;EVOLUÇÃO E DIVERSIDADE;33144010017M0;EVOLUÇÃO E DIVERSIDADE;MESTRADO;4;2013;EM FUNCIONAMENTO;03JUN2013:00:00:00;161816;96104
2017;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;42003016;634;UFPEL;UNIVERSIDADE FEDERAL DE PELOTAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;PELOTAS;42003016052P1;DESENVOLVIMENTO TERRITORIAL E SISTEMAS AGROINDUSTRIAIS;42003016052M1;DESENVOLVIMENTO TERRITORIAL E SISTEMAS AGROINDUSTRIAIS;MESTRADO;3;2014;EM FUNCIONAMENTO;05JAN2017:00:00:00;163195;97204
2017;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;ORTOPEDIA;17;MEDICINA III;33002029;NI;USP/RP;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;RIBEIRÃO PRETO;33002029014P6;CIÊNCIAS DA SAÚDE APLICADAS AO APARELHO LOCOMOTOR;33002029014D7;CIÊNCIAS DA SAÚDE APLICADAS AO APARELHO LOCOMOTOR;DOUTORADO;4;1974;EM FUNCIONAMENTO;03JAN2017:00:00:00;177112;109780
2017;CIÊNCIAS DA SAÚDE;ENFERMAGEM;ENFERMAGEM DE SAÚDE PÚBLICA;NÃO SE APLICA;20;ENFERMAGEM;25046004;1753;FACENE;FACULDADE DE ENFERMAGEM NOVA ESPERANÇA;PARTICULAR;PRIVADA;FACULDADE;NORDESTE;PB;JOÃO PESSOA;25046004001P0;SAÚDE DA FAMÍLIA;25046004001F3;SAÚDE DA FAMÍLIA;MESTRADO PROFISSIONAL;3;2015;EM FUNCIONAMENTO;14AUG2015:00:00:00;176991;109716
2017;ENGENHARIAS;ENGENHARIA MECÂNICA;NÃO SE APLICA;NÃO SE APLICA;13;ENGENHARIAS III;33084017;1810;IFSP;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECN. DE SÃO PAULO;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;SÃO PAULO;33084017001P3;AUTOMAÇÃO E CONTROLE DE PROCESSOS;33084017001F6;AUTOMAÇÃO E CONTROLE DE PROCESSOS;MESTRADO PROFISSIONAL;3;2009;EM FUNCIONAMENTO;18SEP2012:00:00:00;127001;63387
2017;CIÊNCIAS BIOLÓGICAS;ZOOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;28006011;688;UESB;UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA;ESTADUAL;PÚBLICA;UNIVERSIDADE;NORDESTE;BA;JEQUIÉ;28006011009P8;GENÉTICA, BIODIVERSIDADE E CONSERVAÇÃO;28006011009M8;GENÉTICA, BIODIVERSIDADE E CONSERVAÇÃO;MESTRADO;3;2010;EM FUNCIONAMENTO;20DEC2010:00:00:00;128118;65204
2017;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;NÃO SE APLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;31003010;572;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;NITERÓI;31001017141P0;BIOÉTICA, ÉTICA APLICADA E SAÚDE COLETIVA;31001017141M0;BIOÉTICA, ÉTICA APLICADA E SAÚDE COLETIVA;MESTRADO;4;2010;EM FUNCIONAMENTO;19FEB2014:00:00:00;128157;65220
2017;ENGENHARIAS;ENGENHARIA DE MATERIAIS E METALÚRGICA;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;42019010;449;ULBRA;UNIVERSIDADE LUTERANA DO BRASIL;PARTICULAR;PRIVADA;UNIVERSIDADE;SUL;RS;CANOAS;42019010014P6;ENGENHARIA DE MATERIAIS E PROCESSOS SUSTENTÁVEIS;42019010014F9;ENGENHARIA DE MATERIAIS E PROCESSOS SUSTENTÁVEIS;MESTRADO PROFISSIONAL;3;2013;EM FUNCIONAMENTO;18APR2013:00:00:00;127936;65045
2017;CIÊNCIAS DA SAÚDE;MEDICINA;CLÍNICA MÉDICA;GINECOLOGIA E OBSTETRÍCIA;17;MEDICINA III;42001013;581;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;PORTO ALEGRE;42001013106P1;CIÊNCIAS DA SAÚDE: GINECOLOGIA E OBSTETRÍCIA;42001013106M1;CIÊNCIAS DA SAÚDE: GINECOLOGIA E OBSTETRÍCIA;MESTRADO;4;2014;EM FUNCIONAMENTO;28FEB2014:00:00:00;127903;65008
2017;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;33004137;NI;UNESP-RC;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( RIO CLARO );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;RIO CLARO;33004137041P2;CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA APLICADA);33004137041D3;CIÊNCIAS BIOLÓGICAS (MICROBIOLOGIA APLICADA);DOUTORADO;5;1989;EM FUNCIONAMENTO;18SEP2012:00:00:00;129057;65881
2017;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;32004010;592;UFLA;UNIVERSIDADE FEDERAL DE LAVRAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;LAVRAS;32004010016P7;BIOTECNOLOGIA VEGETAL;32004010016M7;BIOTECNOLOGIA VEGETAL;MESTRADO;4;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;178082;110498
2017;LINGÜÍSTICA, LETRAS E ARTES;LETRAS;NÃO SE APLICA;NÃO SE APLICA;41;LINGUÍSTICA E LITERATURA;16003012;3849;UFT;UNIVERSIDADE FEDERAL DO TOCANTINS;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;TO;ARAGUAÍNA;16003012008P9;LETRAS:ENSINO DE LÍNGUA E LITERATURA;16003012008D0;LETRAS: ENSINO DE LÍNGUA E LITERATURA;DOUTORADO;4;2013;EM FUNCIONAMENTO;15MAR2013:00:00:00;176851;109557
2017;CIÊNCIAS DA SAÚDE;SAÚDE COLETIVA;SAÚDE PÚBLICA;NÃO SE APLICA;22;SAÚDE COLETIVA;20009011;823;UNICEUMA;UNICEUMA - ASSOCIAÇÃO DE ENSINO SUPERIOR - MANTENEDORA;PARTICULAR;PRIVADA;UNIVERSIDADE;NORDESTE;MA;SÃO LUÍS;20009011003P7;GESTÃO DE PROGRAMAS E SERVIÇOS DE SAÚDE;20009011003F0;GESTÃO DE PROGRAMAS DE SERVIÇOS DE SAÚDE;MESTRADO PROFISSIONAL;3;2013;EM FUNCIONAMENTO;27SEP2013:00:00:00;177363;109943
2017;CIÊNCIAS BIOLÓGICAS;BIOQUÍMICA;BIOLOGIA MOLECULAR;NÃO SE APLICA;8;CIÊNCIAS BIOLÓGICAS II;32012012;597;UFTM;UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;UBERABA;32012012005P0;CIÊNCIAS FISIOLÓGICAS;32012012005D1;CIÊNCIAS FISIOLÓGICAS;DOUTORADO;4;2015;EM FUNCIONAMENTO;21FEB2018:00:00:00;177414;109993
2017;CIÊNCIAS SOCIAIS APLICADAS;PLANEJAMENTO URBANO E REGIONAL;NÃO SE APLICA;NÃO SE APLICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA;25001019;580;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PE;RECIFE;25001019030P7;DESENVOLVIMENTO URBANO;25001019030M7;DESENVOLVIMENTO URBANO;MESTRADO;5;1975;EM FUNCIONAMENTO;18SEP2012:00:00:00;177497;110065
2017;CIÊNCIAS HUMANAS;HISTÓRIA;NÃO SE APLICA;NÃO SE APLICA;40;HISTÓRIA;33005010;546;PUC/SP;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33005010010P8;HISTÓRIA;33005010010D9;HISTÓRIA;DOUTORADO;4;1990;EM FUNCIONAMENTO;18SEP2012:00:00:00;169601;103389
2017;CIÊNCIAS HUMANAS;TEOLOGIA;NÃO SE APLICA;NÃO SE APLICA;44;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;32008015;338;PUC/MG;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32008015019P8;CIÊNCIAS DA RELIGIÃO;32008015019D9;CIÊNCIAS DA RELIGIÃO;DOUTORADO;4;2016;EM FUNCIONAMENTO;23JUN2016:00:00:00;168766;102648
2017;CIÊNCIAS HUMANAS;TEOLOGIA;NÃO SE APLICA;NÃO SE APLICA;44;CIÊNCIAS DA RELIGIÃO E TEOLOGIA;32008015;338;PUC/MG;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE MINAS GERAIS;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;MG;BELO HORIZONTE;32008015019P8;CIÊNCIAS DA RELIGIÃO;32008015019M8;CIÊNCIAS DA RELIGIÃO;MESTRADO;4;2008;EM FUNCIONAMENTO;18SEP2012:00:00:00;168766;102648
2017;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;50001019;1;UFMT;UNIVERSIDADE FEDERAL DE MATO GROSSO;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;MT;CUIABÁ;50001019015P9;ENFERMAGEM;50001019015M9;ENFERMAGEM;MESTRADO;4;2006;EM FUNCIONAMENTO;18SEP2012:00:00:00;167055;101006
2017;CIÊNCIAS BIOLÓGICAS;BIOLOGIA GERAL;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;33004064;NI;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;BOTUCATU;33004064080P3;BIOLOGIA GERAL E APLICADA;33004064080D4;BIOLOGIA GERAL E APLICADA;DOUTORADO;6;2004;EM FUNCIONAMENTO;18SEP2012:00:00:00;167411;101342
2017;CIÊNCIAS BIOLÓGICAS;ZOOLOGIA;NÃO SE APLICA;NÃO SE APLICA;7;BIODIVERSIDADE;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010027P5;CIÊNCIAS BIOLÓGICAS (ZOOLOGIA);33002010027D6;CIÊNCIAS BIOLÓGICAS (ZOOLOGIA);DOUTORADO;7;1970;EM FUNCIONAMENTO;18SEP2012:00:00:00;163883;97859
2017;CIÊNCIAS SOCIAIS APLICADAS;ADMINISTRAÇÃO;NÃO SE APLICA;NÃO SE APLICA;27;ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO;33014019;151;FGV/SP;FUNDAÇÃO GETÚLIO VARGAS (SP);PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;SP;SÃO PAULO;33014019003P3;ADMINISTRAÇÃO PÚBLICA E GOVERNO;33014019003M3;ADMINISTRAÇÃO PÚBLICA E GOVERNO;MESTRADO;6;1990;EM FUNCIONAMENTO;18SEP2012:00:00:00;164340;98215
2017;MULTIDISCIPLINAR;ENSINO;NÃO SE APLICA;NÃO SE APLICA;46;ENSINO;42003016;634;UFPEL;UNIVERSIDADE FEDERAL DE PELOTAS;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;RS;PELOTAS;42003016055P0;EDUCAÇÃO MATEMÁTICA;42003016055M0;EDUCAÇÃO MATEMÁTICA;MESTRADO;3;2016;EM FUNCIONAMENTO;16FEB2016:00:00:00;164055;97957
2017;CIÊNCIAS DA SAÚDE;MEDICINA;CIRURGIA;NÃO SE APLICA;17;MEDICINA III;22001018;583;UFC;UNIVERSIDADE FEDERAL DO CEARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;CE;FORTALEZA;22001018023P2;CIÊNCIAS MÉDICO-CIRÚRGICAS;22001018023M2;CIÊNCIAS MÉDICO-CIRÚRGICAS;MESTRADO;5;1993;EM FUNCIONAMENTO;18SEP2013:00:00:00;168914;102809
2017;CIÊNCIAS DA SAÚDE;ENFERMAGEM;NÃO SE APLICA;NÃO SE APLICA;20;ENFERMAGEM;33002029;NI;USP/RP;UNIVERSIDADE DE SÃO PAULO ( RIBEIRÃO PRETO );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;SÃO PAULO;33002029027P0;ENFERMAGEM EM SAÚDE PÚBLICA;33002029027M0;ENFERMAGEM EM SAÚDE PÚBLICA;MESTRADO;7;1991;EM FUNCIONAMENTO;18SEP2012:00:00:00;164706;98763
2017;MULTIDISCIPLINAR;INTERDISCIPLINAR;ENGENHARIA/TECNOLOGIA/GESTÃO;NÃO SE APLICA;45;INTERDISCIPLINAR;31002013;574;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;RJ;SEROPÉDICA;31002013028P6;MODELAGEM MATEMÁTICA E COMPUTACIONAL;31002013028M6;MODELAGEM MATEMÁTICA E COMPUTACIONAL;MESTRADO;3;2012;EM FUNCIONAMENTO;12FEB2014:00:00:00;164747;98864
2017;ENGENHARIAS;ENGENHARIA NUCLEAR;NÃO SE APLICA;NÃO SE APLICA;12;ENGENHARIAS II;31058019;NI;IEN;INSTITUTO DE ENGENHARIA NUCLEAR;FEDERAL;PÚBLICA;NÃO INFORMADO;SUDESTE;RJ;RIO DE JANEIRO;31058019002P4;CIÊNCIA E TECNOLOGIA NUCLEARES;31058019002M4;CIÊNCIA E TECNOLOGIA NUCLEARES;MESTRADO;3;2010;EM FUNCIONAMENTO;27MAR2018:00:00:00;160996;95602
2017;CIÊNCIAS SOCIAIS APLICADAS;PLANEJAMENTO URBANO E REGIONAL;NÃO SE APLICA;NÃO SE APLICA;30;PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA;41006011;76;FURB;UNIVERSIDADE REGIONAL DE BLUMENAU;MUNICIPAL;PÚBLICA;UNIVERSIDADE;SUL;SC;BLUMENAU;41006011006P6;DESENVOLVIMENTO REGIONAL;41006011006D7;DESENVOLVIMENTO REGIONAL;DOUTORADO;5;2012;EM FUNCIONAMENTO;23JAN2017:00:00:00;163162;97163
2017;CIÊNCIAS SOCIAIS APLICADAS;COMUNICAÇÃO;NÃO SE APLICA;NÃO SE APLICA;31;COMUNICAÇÃO E INFORMAÇÃO;33004056;NI;UNESP-BAURU;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;BAURU;33004056081P4;COMUNICAÇÃO;33004056081M4;COMUNICAÇÃO MIDIÁTICA;MESTRADO;4;2001;EM FUNCIONAMENTO;12APR2018:00:00:00;164460;98326
2017;CIÊNCIAS BIOLÓGICAS;GENÉTICA;NÃO SE APLICA;NÃO SE APLICA;6;CIÊNCIAS BIOLÓGICAS I;33004064;NI;UNESP-BOT;UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BOTUCATU );ESTADUAL;PÚBLICA;NÃO INFORMADO;SUDESTE;SP;BOTUCATU;33004064026P9;CIÊNCIAS BIOLÓGICAS (GENÉTICA);33004064026M9;CIÊNCIAS BIOLÓGICAS (GENÉTICA);MESTRADO;5;1983;EM FUNCIONAMENTO;18SEP2012:00:00:00;164457;98323
2017;CIÊNCIAS SOCIAIS APLICADAS;ECONOMIA;NÃO SE APLICA;NÃO SE APLICA;28;ECONOMIA;33014019;2129;FGV/SP;FUNDAÇÃO GETÚLIO VARGAS (SP);PARTICULAR;PRIVADA;NÃO INFORMADO;SUDESTE;SP;SÃO PAULO;33014019002P7;ECONOMIA DE EMPRESAS;33014019002D8;ECONOMIA DE EMPRESAS;DOUTORADO;7;1988;EM FUNCIONAMENTO;18SEP2012:00:00:00;163670;97623
2017;CIÊNCIAS AGRÁRIAS;AGRONOMIA;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;30001013;573;UFES;UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;ES;SÃO MATEUS;30001013042P0;AGRICULTURA TROPICAL;30001013042M0;AGRICULTURA TROPICAL;MESTRADO;4;2010;EM FUNCIONAMENTO;16MAY2011:00:00:00;173702;107169
2017;CIÊNCIAS BIOLÓGICAS;PARASITOLOGIA;NÃO SE APLICA;NÃO SE APLICA;9;CIÊNCIAS BIOLÓGICAS III;10001018;699;UNIR;UNIVERSIDADE FEDERAL DE RONDÔNIA;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;RO;PORTO VELHO;10001018002P1;BIOLOGIA EXPERIMENTAL;10001018002D2;BIOLOGIA EXPERIMENTAL;DOUTORADO;4;2005;EM FUNCIONAMENTO;18SEP2012:00:00:00;172455;106136
2017;LINGÜÍSTICA, LETRAS E ARTES;ARTES;NÃO SE APLICA;NÃO SE APLICA;11;ARTES;15001016;569;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;PA;BELÉM;15001016055P1;ARTES;15001016055D2;ARTE;DOUTORADO;4;2016;EM FUNCIONAMENTO;08JUN2016:00:00:00;173289;106862
2017;CIÊNCIAS HUMANAS;SOCIOLOGIA;NÃO SE APLICA;NÃO SE APLICA;34;SOCIOLOGIA;31032010;1153;UCAM;UNIVERSIDADE CÂNDIDO MENDES;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31032010010P9;SOCIOLOGIA POLÍTICA;31032010010M9;SOCIOLOGIA POLÍTICA;MESTRADO;3;2015;EM FUNCIONAMENTO;21AUG2015:00:00:00;177537;110085
2017;CIÊNCIAS HUMANAS;EDUCAÇÃO;NÃO SE APLICA;NÃO SE APLICA;38;EDUCAÇÃO;32018010;107;UFSJ;UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;SÃO JOÃO DEL REI;32018010004P2;PROCESSOS SOCIOEDUCATIVOS E PRÁTICAS ESCOLARES;32018010004M2;PROCESSOS SOCIOEDUCATIVOS E PRÁTICAS ESCOLARES;MESTRADO;3;2008;EM FUNCIONAMENTO;18SEP2012:00:00:00;126725;62931
2017;CIÊNCIAS EXATAS E DA TERRA;MATEMÁTICA;NÃO SE APLICA;NÃO SE APLICA;1;MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA;31005012;528;PUC-RIO;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO;PARTICULAR;PRIVADA;UNIVERSIDADE;SUDESTE;RJ;RIO DE JANEIRO;31005012003P2;MATEMÁTICA;31005012003M2;MATEMÁTICA;MESTRADO;7;1969;EM FUNCIONAMENTO;18SEP2012:00:00:00;127136;63742
2017;MULTIDISCIPLINAR;CIÊNCIAS AMBIENTAIS;NÃO SE APLICA;NÃO SE APLICA;49;CIÊNCIAS AMBIENTAIS;53001010;2;UNB;UNIVERSIDADE DE BRASÍLIA;FEDERAL;PÚBLICA;UNIVERSIDADE;CENTRO-OESTE;DF;BRASÍLIA;53001010044P0;DESENVOLVIMENTO SUSTENTÁVEL;53001010044M0;DESENVOLVIMENTO SUSTENTÁVEL;MESTRADO;7;1998;EM FUNCIONAMENTO;18SEP2012:00:00:00;129300;66140
2017;CIÊNCIAS DA SAÚDE;MEDICINA;CIRURGIA;NÃO SE APLICA;17;MEDICINA III;25001019;580;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;FEDERAL;PÚBLICA;UNIVERSIDADE;NORDESTE;PE;RECIFE;25001019023P0;CIRURGIA;25001019023M0;CIRURGIA;MESTRADO;4;1973;EM FUNCIONAMENTO;03MAR2017:00:00:00;128037;65103
2017;MULTIDISCIPLINAR;MATERIAIS;NÃO SE APLICA;NÃO SE APLICA;47;MATERIAIS;33009015;591;UNIFESP;UNIVERSIDADE FEDERAL DE SÃO PAULO;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO JOSÉ DOS CAMPOS;33009015080P8;ENGENHARIA E CIÊNCIA DE MATERIAIS;33009015080D9;DOUTORADO EM ENGENHARIA E CIÊNCIA DE MATERIAIS;DOUTORADO;4;2012;EM FUNCIONAMENTO;16JAN2013:00:00:00;177947;110445
2017;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;CIÊNCIA DA COMPUTAÇÃO;32006012;17;UFU;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;UBERLÂNDIA;32006012017P2;CIÊNCIA DA COMPUTAÇÃO;32006012017M2;CIÊNCIA DA COMPUTAÇÃO;MESTRADO;4;2001;EM FUNCIONAMENTO;21DEC2012:00:00:00;177958;110456
2017;CIÊNCIAS EXATAS E DA TERRA;CIÊNCIA DA COMPUTAÇÃO;NÃO SE APLICA;NÃO SE APLICA;2;CIÊNCIA DA COMPUTAÇÃO;32006012;17;UFU;UNIVERSIDADE FEDERAL DE UBERLÂNDIA;FEDERAL;PÚBLICA;UNIVERSIDADE;SUDESTE;MG;UBERLÂNDIA;32006012017P2;CIÊNCIA DA COMPUTAÇÃO;32006012017D3;CIÊNCIA DA COMPUTAÇÃO;DOUTORADO;4;2012;EM FUNCIONAMENTO;21DEC2012:00:00:00;177958;110456
2017;CIÊNCIAS DA SAÚDE;ODONTOLOGIA;MATERIAIS ODONTOLÓGICOS;NÃO SE APLICA;18;ODONTOLOGIA;33002010;55;USP;UNIVERSIDADE DE SÃO PAULO;ESTADUAL;PÚBLICA;UNIVERSIDADE;SUDESTE;SP;SÃO PAULO;33002010146P4;ODONTOLOGIA(BIOMATERIAIS E BIOLOGIA ORAL);33002010146D5;ODONTOLOGIA(BIOMATERIAIS E BIOLOGIA ORAL);DOUTORADO;5;1988;EM FUNCIONAMENTO;05APR2013:00:00:00;127798;64904
2017;CIÊNCIAS SOCIAIS APLICADAS;ECONOMIA;NÃO SE APLICA;NÃO SE APLICA;28;ECONOMIA;40001016;571;UFPR;UNIVERSIDADE FEDERAL DO PARANÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;SUL;PR;CURITIBA;40001016051P7;DESENVOLVIMENTO ECONÔMICO;40001016051F0;DESENVOLIMENTO ECONÔMICO;MESTRADO PROFISSIONAL;4;2002;EM FUNCIONAMENTO;18SEP2012:00:00:00;128177;65263
2017;ENGENHARIAS;ENGENHARIA CIVIL;NÃO SE APLICA;NÃO SE APLICA;10;ENGENHARIAS I;15001016;569;UFPA;UNIVERSIDADE FEDERAL DO PARÁ;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;PA;BELÉM;15001016031P5;ENGENHARIA CIVIL;15001016031D6;ENGENHARIA CIVIL;DOUTORADO;4;2015;EM FUNCIONAMENTO;23APR2015:00:00:00;128216;65259
2017;CIÊNCIAS AGRÁRIAS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL;NÃO SE APLICA;NÃO SE APLICA;42;CIÊNCIAS AGRÁRIAS I;11001011;549;UFAC;UNIVERSIDADE FEDERAL DO ACRE;FEDERAL;PÚBLICA;UNIVERSIDADE;NORTE;AC;RIO BRANCO;11001011071P6;CIÊNCIA FLORESTAL;11001011071M6;CIENCIA FLORESTAL;MESTRADO;3;2016;EM FUNCIONAMENTO;07MAR2017:00:00:00;128962;65866
